slice,bjd_tdb,orbital_phase,historical_schedule_window_fraction,used_in_primary_ground_curve,tic_390988375_relative_brightness,tic_390988378_relative_brightness,tic_390988347_relative_brightness,tic_390988410_relative_brightness,tic_390988435_relative_brightness,tic_390988436_relative_brightness,tic_390988374_relative_brightness,tic_390988358_relative_brightness,tic_390988400_relative_brightness,tic_1845606942_relative_brightness,tic_390988325_relative_brightness,tic_390988426_relative_brightness,tic_390988448_relative_brightness,tic_390988407_relative_brightness,tic_390988312_relative_brightness,tic_390988462_relative_brightness,tic_390988315_relative_brightness,tic_390988392_relative_brightness,tic_390988472_relative_brightness,tic_390988304_relative_brightness,tic_390988341_relative_brightness,tic_390988440_relative_brightness,tic_390988463_relative_brightness,tic_390988452_relative_brightness,tic_390988307_relative_brightness,tic_390988399_relative_brightness,tic_390988366_relative_brightness,tic_390988316_relative_brightness,tic_390988286_relative_brightness,tic_390988425_relative_brightness,tic_390988421_relative_brightness,tic_390988342_relative_brightness,tic_390988456_relative_brightness,tic_390988350_relative_brightness,tic_390988287_relative_brightness,tic_1845610104_relative_brightness,tic_1845609659_relative_brightness,tic_390988444_relative_brightness,tic_390988453_relative_brightness,tic_390988278_relative_brightness,tic_390988513_relative_brightness,tic_1845606364_relative_brightness,tic_1845606859_relative_brightness,tic_1845607076_relative_brightness
47,2459782.6330703092,0.2604690155,0.0000000000,True,0.7733945427,0.9840920011,1.0388156795,,1.3848381225,1.2507410122,0.9742720854,1.0841981421,,0.7306228686,1.0750344218,0.9385339040,1.1506087101,0.6854104571,1.0079036614,0.7938866293,1.2923803811,0.8484975848,1.5092691156,0.9967753261,0.9553759262,1.6172544733,0.9203128088,1.0488693466,0.9579800183,1.0764910721,,1.1751710693,1.0139672857,0.8438094558,,1.0528672268,0.5154275450,1.0916813967,1.2256042056,1.0062430343,1.0249761704,1.0109176722,1.0164278979,0.8978894497,,0.3583113903,1.0633870171,1.0816878400
48,2459782.6338234944,0.2607273843,0.0000000000,True,0.5625842905,1.8200141202,1.0910468233,,0.7942512350,1.2362647224,1.0325764640,0.8061638748,,1.0840595718,1.1225328737,0.8878696883,1.5911877158,0.2751152604,1.0190446764,0.7070539049,1.7258443428,1.0429855123,1.9864301869,1.0390984839,1.0616703884,0.4134925407,0.7072573589,1.0219892454,,1.0079528055,,1.1376261404,1.0390924792,1.0829279217,,0.9262736191,1.4813088201,0.9597584078,1.0141781954,1.2483229056,1.0313203814,1.0336768596,1.0163864771,0.8639029710,,2.1160172092,0.8462099746,0.7767869433
49,2459782.6345768599,0.2609858150,0.0000000000,True,1.3913199911,1.0265839262,0.9812159790,2.1433213874,0.6715291034,1.0135743626,0.6837948031,0.9161708022,,0.3273265542,0.8781902571,1.2889354130,0.9608910494,,1.1133768693,1.1153331884,,1.0980645440,0.2910728003,0.9424700574,1.0724688803,1.3397219642,0.9683076854,0.9934496060,,0.9896236561,,1.1441728578,0.9907825765,0.8204987040,,1.0516930211,0.5337684609,0.8794158049,0.5921565730,0.9591406075,1.0644056484,0.9911087660,0.9164455878,0.9249592378,1.2696709004,0.7178690836,1.0777730676,0.9967607827
50,2459782.6353294998,0.2612439967,0.0000000000,True,1.0977467425,0.8020386440,0.9137529671,,0.8787216682,0.7189994837,0.6242628381,0.9914936891,,0.1522050409,0.8939755164,1.2070817346,1.0400059157,,0.7208760819,1.5038042749,1.0118128337,0.5225570267,0.5769359948,0.8615789175,0.9284309844,1.0877639775,1.3214034824,0.7814554112,,0.8922493008,1.1574448089,0.7651438848,0.9159161018,0.6431972639,,1.1525703968,1.0725339539,1.1695343718,1.4267178162,0.6815013518,0.8146966615,0.8937965287,0.9055259838,1.0061391693,2.1085588434,1.9093588031,0.9802325716,1.1149755153
51,2459782.6360830753,0.2615024994,0.0000000000,True,3.3166574566,0.1309446467,0.5521922298,1.5232876571,1.8630113633,0.3466605892,,0.6938441409,,,0.3768169549,0.6390691170,1.3737438538,,0.4752561883,1.2792781177,,0.6656461784,,0.5281126601,0.6648336588,1.0954645240,1.3046763893,0.6110768624,,0.4840782997,,0.5270020665,0.6159497723,0.1522783837,,1.3830731452,4.5359520416,0.8183690587,1.7817342490,0.1917002129,0.4730905084,0.5715823777,0.3889227246,0.9808167040,1.3401385793,,0.8911081084,0.8659333663
52,2459782.6368365102,0.2617609538,0.0000000000,True,1.3682814786,0.8189489582,0.9738370743,0.2801801669,1.0782467681,1.0125540476,0.2582199689,1.0006971064,,,0.8526900764,0.8780200882,0.9469531658,0.2020858367,1.2522204104,0.8301045470,,0.7866554453,,0.6265299568,0.8448166165,1.4490936303,1.0730714612,0.9546790982,0.6021338982,0.9588212554,,0.8166768384,0.9579535291,0.8081601141,,1.1325352029,1.7794994760,0.9683133085,0.7664144061,0.8604161238,0.9540466289,0.9462302448,0.8869230799,0.8863187488,0.6864028620,0.4467180646,1.0283639393,1.0421866522
53,2459782.6375896996,0.2620193240,0.0000000000,True,0.9174777784,0.7810729929,0.9609376485,1.0767634421,1.3021583112,0.7638921609,0.3527783473,1.0866605452,,0.1339509698,0.9160040159,1.1987078537,0.5972344087,,0.7109544899,0.5941088940,0.8480076728,0.9656488129,0.9464697614,0.9551837026,0.9434778774,1.2887485318,1.6932176932,0.9961736576,,0.8877807544,,0.7341719052,0.9596575174,0.6962255751,,1.0649730906,,1.1613459237,1.3278594709,0.7035458363,0.8526196096,0.9639439060,1.0049726149,1.0536623678,0.3504827781,0.0932186846,0.9696919280,1.1824622480
54,2459782.6383427386,0.2622776427,0.0000000000,True,1.0607612528,0.9912700731,0.9763903248,0.3434730330,1.3808894498,0.9918266285,1.0843078266,1.1594430502,,0.8227219110,0.9562972740,1.2468687924,0.5874749028,,1.0188029039,0.9701487186,0.9449025719,0.6348124497,0.7757744969,1.0539507558,1.0932087479,0.6946876752,1.1521151926,0.9286723140,0.4521495781,0.9841945123,,0.8433502275,0.9929390111,1.0323942551,,1.0543553238,,0.9896595978,1.0938965191,0.8837492168,1.0035442892,1.0125321804,1.0195623103,0.9852194660,2.3721738526,1.1012239777,1.0197501852,1.1166346801
55,2459782.6390960058,0.2625360396,0.0000000000,True,1.1759643356,0.8406300309,0.9564816502,1.7791110633,0.8758616753,1.0701048145,1.1539178104,1.0016810832,,0.0975909678,0.9916022677,0.9421224530,1.6562681048,,1.1367479158,1.5835197275,1.4210684670,1.0211726550,0.7668145298,1.0452528965,1.1236991084,0.3361069651,0.9297849407,0.9105702633,0.2353441726,1.0552691599,,0.7499122694,0.9955232208,0.8717698310,,1.0538120261,,1.0112882526,0.7136686125,0.9275427502,0.9810078018,0.9992739208,0.9916309563,0.8336629677,1.4073653256,1.2393127625,1.0239191131,1.0704414143
56,2459782.6398489238,0.2627943167,0.0000000000,True,0.8001429350,0.9199871615,0.9961630430,0.1789090789,0.6339624464,1.0185056459,1.2449099812,0.8927934751,,,0.9022144221,1.6425367254,1.0121904265,0.8705068246,0.5387546333,0.6474928985,0.0153962468,0.8130197455,0.4033471178,0.8918540431,0.9497706947,0.3348676951,1.5494221278,0.9157764462,1.9814513473,0.9453717990,0.7669551987,0.9663474013,0.9793975585,0.6270682386,,1.0376505861,0.2064434294,1.1458163399,1.6626699821,0.8098840727,0.9158393068,1.0034897813,1.1035701089,1.1731034811,2.0083692503,0.5283979795,0.9537153101,1.1782459924
57,2459782.6406018622,0.2630526008,0.0000000000,True,0.7902967129,0.7594645049,1.0230229767,1.9418167275,0.9721820112,0.8666502615,0.6223959427,0.9146466393,,0.5639108339,1.0471893292,1.2578424682,0.4890927361,0.0682076946,0.8646946321,1.0218077120,1.1318016933,0.3122469045,1.0347505770,1.0372482852,1.0401837399,1.3801811347,1.3509318065,1.0000000000,,0.9623193721,,0.7746995566,1.0051817482,0.7221580420,,1.0065287878,0.1448132873,1.0705419591,1.7882964818,0.9419148439,0.9015850629,0.9674016463,1.0318257097,1.0837464547,,0.8063392173,1.0107744888,1.0750823823
58,2459782.6413543285,0.2633107230,0.0000000000,True,1.2712035039,1.0274807963,0.9801253989,1.8379491464,0.9828158788,1.0819213564,1.1298921059,0.9711888291,,0.9139934539,1.0848726186,0.8426123621,0.9432663260,,1.2319604277,1.1008177572,0.9880729948,1.0271393781,0.2352877972,1.1034796647,1.0148220438,0.5036086023,1.1340930731,1.1000210894,1.1670065800,1.0327825603,,1.0392143674,0.9852131741,0.5503982104,,1.0473156954,,0.9783609571,1.3564344089,0.8629804668,0.9344338544,0.9855195591,0.9614926139,0.9379237819,0.8982218852,,1.0453864350,1.0819054781
59,2459782.6421075361,0.2635690994,0.0000000000,True,1.3149488901,1.0138599649,1.0084093070,3.1405583231,1.2070734286,1.0548012766,0.1888229446,1.1508335394,,1.3585614551,1.0338802682,1.2415038306,1.0004263263,,1.2985805695,1.3722836988,0.8422713423,1.4564823638,0.7619381928,0.9418207355,1.0290260661,1.4446890059,1.2740207818,0.9256519718,,0.9539979126,,0.9559149285,0.9924632622,1.0692869725,,1.0752849709,0.3424484677,0.9703232820,0.8627290919,0.9684716593,1.0071061679,0.9784920051,0.9720542196,0.8862661579,,1.2204459462,1.0825402053,1.0406806594
60,2459782.6428602245,0.2638272978,0.0000000000,True,1.0359352710,1.2309109885,0.9702726400,1.4977440175,0.9576322338,1.0120560073,0.5701983125,1.0134519669,,,1.0802900860,0.7657600857,1.0350376610,,0.9697026401,1.6691745698,0.1571389099,1.2674961249,0.9764448732,0.9307836173,1.0224513357,1.3604294563,1.0877529475,1.0935881033,0.1024592052,0.9395739656,,0.7517519904,0.9956858633,1.1868626050,,1.0127304260,0.0841117252,0.9829685283,1.3131925934,0.8919264271,0.9316580672,0.9730094697,1.0120927945,1.0043709196,1.4878973813,0.4934096192,0.9800898059,1.0912172180
61,2459782.6436133380,0.2640856420,0.0000000000,True,0.8710426148,1.2955680910,0.9900685321,1.9091282829,0.8450407091,1.0218334337,0.9993532061,1.1349113488,,0.3822343694,1.1034782554,0.9468779693,0.8820180660,,1.0531930401,1.1166213033,1.3395182659,0.7778717389,1.1075192228,1.1226544508,1.0794091271,1.9637006968,1.1382766500,1.0714164872,0.1482886689,0.9772986142,,0.9179894356,1.0160747011,1.0099104743,,1.0302345348,0.6538998593,1.0551389516,1.3804120562,1.0266584906,0.9885453491,1.0294737699,1.0579431381,1.1875006139,2.0444348269,1.8905732134,1.0159529931,1.0281921548
62,2459782.6443660157,0.2643438367,0.0000000000,True,0.3115916531,0.9239906480,0.9991486012,,0.5060964060,0.8275777510,1.1439641998,1.0966679921,,,1.2634090524,1.2941891964,0.5607256961,3.1952471044,0.6375053734,1.2892030139,2.3711596710,1.3794866687,0.9658661826,1.1232914831,1.0185664899,0.1756934595,1.6035714972,0.9559353362,1.8899309696,1.0415626269,,0.9193172487,1.0077365237,1.2124618746,0.3896590125,0.9340039263,,1.2453019068,1.0255540370,0.8526606829,0.7403749489,0.9817142329,1.2563524625,1.0195263922,1.0078096283,1.5320376102,0.7562951487,1.1724405211
63,2459782.6451192242,0.2646022135,0.0000000000,True,1.1035867814,0.9090802595,1.0390867462,1.4444210315,0.8580428898,0.9368736681,1.0867505827,1.0075151022,,,0.9755677067,1.1941963606,1.2103368408,0.4483357707,1.0321435135,0.8548711424,1.0683309123,1.0765905818,0.2796988719,1.0428861631,0.9602742301,0.9668079562,1.1934380318,0.9588220292,,0.9617211884,,0.6595381567,0.9727764884,1.2777425586,,0.9911363458,,0.9748390461,0.9724820916,0.9706396688,1.0338318659,0.9751356124,0.9627336086,1.0111703889,0.9997038250,1.0330365929,1.0131213509,1.0159201374
64,2459782.6458724118,0.2648605830,0.0000000000,True,1.0487185971,1.0396836700,1.0594370283,0.8954429357,0.8869759170,0.9403410294,1.0683851729,1.1659979957,,0.8205655899,1.0761603050,1.0111176333,1.1927400965,,1.2113789720,0.8499818044,0.4412217563,0.8704052555,1.4044087527,1.0801085670,1.1833553947,0.0868062797,1.1838195291,0.9593141921,,1.0682498781,,1.5047973454,1.0124552984,1.2287055967,,1.0276924465,0.9851281978,0.9745897169,1.1711591669,0.9993840597,1.0525433076,1.0261997366,1.0104374865,1.1116982597,2.2706170381,0.1534057722,1.0479977159,1.0542282327
65,2459782.6466247500,0.2651186613,0.0000000000,True,0.9011370446,1.1825385666,1.0766447710,,0.8624915523,1.0593065264,0.9779404608,1.0607142108,,,1.0797941661,0.9995663973,0.6262118182,,0.9824060655,1.0573896499,1.7436076170,1.5069674182,0.7844399787,1.0520736864,1.0883156465,0.4627861321,1.1051336349,1.0589360118,1.6954111340,0.9437766310,,1.4164973426,1.0226214134,0.6936441470,0.0628019167,0.9988198502,,0.9842158045,1.1390284303,1.0287224939,1.0350758710,1.0444840113,1.0841174774,1.0797875495,0.9589374360,0.2357169599,1.0034081767,1.0437922844
66,2459782.6473772163,0.2653767834,0.0000000000,True,0.9706459464,1.1169709264,1.0509555303,,1.2676909091,0.9947729040,1.5552896312,1.0612557198,,0.6425699507,1.0898253835,0.9110516612,0.6000096023,,1.1888643711,0.5909934282,1.3459062136,1.2246912611,1.0220645587,1.1584801107,1.1740247589,2.1180908078,0.9558703749,1.2055673528,1.2319957894,1.0345603890,,0.9677199279,1.0131743651,1.0076382571,,1.0487753270,,1.0418071730,1.0008449320,0.9535777433,0.9856743878,1.0160279365,1.0400126686,1.2451339399,1.7757530520,1.1335887321,1.0319440466,1.0924044865
67,2459782.6481302613,0.2656351042,0.0000000000,True,1.0284456696,0.8118760023,0.9636647514,0.0847985211,1.2404086563,1.0024629749,1.0272356040,1.0960537982,,0.2244303116,1.0196634809,1.4133839652,0.8358772682,,0.9162500477,1.5296066171,1.6854186120,0.6544836375,0.2519027711,1.0153018275,1.0223692846,0.8411219799,1.2128288501,1.1021087279,,0.9409346070,,0.8167594817,0.9706529901,0.9802657050,0.7479703398,1.0785061972,0.6321115367,1.1085477223,1.6634953942,0.6934820412,0.9079990605,0.9477589424,0.9695303344,1.0078985249,0.7174349529,1.2938962654,1.0268281679,1.1726631214
68,2459782.6488823988,0.2658931135,0.0000000000,True,0.8850065610,0.7569954954,1.0284013219,1.1544855395,1.0827820877,1.0603420403,1.0583983482,1.0716967607,,0.9133726439,0.9932473359,1.2103441036,0.5664492111,,0.9965908376,0.8656681962,2.0825085186,0.7044141683,0.2543533403,1.2827052935,1.0206341147,0.8848802612,1.1337702317,1.0153824867,0.7089894278,1.0646092760,,1.0520421745,1.0033457601,0.7612042032,,1.0203979181,0.6631058320,1.0443003999,0.9671193598,0.9475002047,1.0080304396,1.0056187685,1.0416012926,0.8570587777,0.3958109028,0.4089346904,0.9910078329,1.0925218961
69,2459782.6496356763,0.2661515140,0.0000000000,True,1.8815809990,0.7010029755,0.8302345028,,1.6089442521,0.5799761636,0.7148198866,0.9988263125,1.0000000000,0.1132144613,0.8022406249,0.9525527602,0.9821139453,,0.7977225775,1.3579099960,1.0374943542,0.7109183080,,0.8107689664,0.8228940598,0.9415564554,1.4045919298,0.8215883404,,0.7527672481,,0.8633255026,0.8479288751,0.7498171304,,1.2110506453,3.4626389563,1.0294727690,1.5226618802,0.4873744268,0.7959089106,0.8400582309,0.7467532396,1.1852724251,1.6447201259,,1.0057173739,1.0676584357
70,2459782.6503884499,0.2664097416,0.0000000000,True,1.2389589303,1.1097037167,0.9880358435,1.4826244670,1.1662715708,1.0430426048,1.2013144995,1.0820892162,,0.6729322914,1.0068021911,1.1748028051,0.9786398927,,1.2881080848,1.0932359559,0.7457658115,0.7012961068,0.4377932574,1.0505447377,0.9831260529,0.3860190828,1.1900761032,1.0762204690,0.5942849797,0.9897812358,,1.1031319251,0.9823506930,1.1723875462,,1.0706531151,1.0776894182,0.9753943376,1.3227398914,0.9109693917,1.0197032282,0.9842605133,0.9333174469,1.0856076993,1.3220496083,0.1184371206,1.0940381763,1.0543036998
71,2459782.6511416794,0.2666681255,0.0000000000,True,1.0464398342,1.0306607956,1.0254794226,0.2832344430,1.0606262057,0.9824051523,0.4851460307,1.0970044227,,0.8575421438,1.0577121866,1.1626153423,1.0908047820,,0.9625334496,1.4076183669,1.1684326506,1.2792373997,0.7781695129,1.0490980668,1.0697046500,0.9086661513,0.7972326000,1.0512380833,1.0060033509,1.0797786963,,1.1446857831,0.9944366398,0.8511279685,,1.0864738726,0.0271981114,1.0795501282,0.8633924118,0.8752362802,0.9426331247,0.9950918362,1.0017197042,1.0272201396,2.8086761847,0.6497965447,1.0416802440,1.1185128985
72,2459782.6518941256,0.2669262408,0.0000000000,True,0.8677163623,0.8895769772,1.0057602638,,1.0289326390,0.8155701081,0.9858747290,1.1196069690,,0.2764815097,1.0660063469,4.6766711277,0.8247305671,0.4742161331,0.8571250780,1.4925972824,0.9688817011,1.0740740494,0.2930590969,1.0013511383,0.9405045776,1.5429828037,1.1446950275,0.9100194878,0.1407377837,0.8590522572,,1.0611801187,0.9675667724,1.0574840137,1.0033964275,1.0803330090,0.4566849112,1.1979416935,1.5601074731,0.6745041767,0.8850522041,0.9326792497,0.9956630933,1.0740227649,1.1264036117,0.8930999666,1.0381422830,1.2071490800
73,2459782.6526460862,0.2671841895,0.0000000000,True,0.8416249424,0.9397834826,1.0431446927,,0.9331445790,0.9095463594,1.0917186374,0.9507180144,,,1.0592007136,1.3084519647,0.5389726576,1.1031862333,0.8519027331,1.2309829427,0.4535138111,0.8358545508,1.0582462064,0.9752932728,0.9822532982,0.8891364829,1.0551191537,1.0846286420,0.3203697531,0.9588739981,,1.0004140716,0.9919530804,0.7701356156,,1.0368287285,0.3205670953,1.1093454898,1.0177846198,0.8537903605,0.9156987965,0.9819875310,1.0210577587,1.1490072573,0.1245710609,1.5389604046,0.9797571136,1.1364165843
74,2459782.6533985650,0.2674423160,0.0000000000,True,0.8832705105,1.2246830687,1.0003079444,0.8066721009,1.0976442474,1.1048589153,1.1821421287,1.0502239082,,1.1931493717,1.0160825966,0.9611678359,0.7046443883,1.1641372831,0.7977637348,1.0708325855,0.5183935999,1.0598211859,0.5173517531,0.9202681923,1.1118792121,1.3956902364,0.8085361471,0.8908127155,0.2316779468,1.0437727854,,1.1142844970,0.9824865702,0.8576951717,,1.0272958267,1.5628892025,1.0757906555,1.0361952536,0.8012097571,0.8704308819,0.9611125500,1.0430923046,0.9928731200,1.5713477428,0.8429403469,0.9811530895,1.1292197641
75,2459782.6541513731,0.2677005554,0.0000000000,True,0.8423717471,0.8072461963,0.9601489757,1.1723353919,0.7725702996,0.7651731266,0.9769543746,0.9696956912,,1.2658312843,0.9345859648,0.8520439050,1.0537750626,,0.7518283198,1.4560182769,1.8155977278,0.8515067056,1.3902735774,1.0296122498,1.0318510163,1.8416546989,1.0485923068,0.8955189254,0.2696230338,0.9082306584,,1.1178613871,0.9496388958,0.9406238030,,1.1205029659,0.8770750706,1.1645541477,1.1131173613,0.7227088175,0.8517878067,0.9553674112,1.0276225036,1.1528697924,1.4909534179,0.6918552859,0.9641523016,1.1615246355
76,2459782.6549045029,0.2679589052,0.0000000000,True,1.0147810907,0.8238322054,0.9695353264,3.5049983624,1.0136352545,0.9327193847,0.5759837051,1.1140833313,,0.5668490341,1.0635732676,0.7739664723,0.4017808174,,0.7604654083,1.2429653863,0.6133679353,1.3440150932,1.0264034744,1.1488939075,0.9519982162,1.2756631852,1.3536807529,0.9956398506,1.2535530229,0.9728065385,1.6884967150,1.0545547842,0.9685524153,0.9645430568,,1.0920205733,0.1356809387,1.1175074208,1.8242596746,0.7225857323,0.8931599855,0.9558186739,0.9565261653,1.2854324254,1.3077473441,,1.0498333767,1.1871993846
77,2459782.6556575838,0.2682172382,0.0000000000,True,0.3487071019,4.6760308565,1.0594006143,,0.5778990623,1.1139477757,0.9820740028,0.6015954296,,,1.0371098958,0.3953143533,2.1920888595,0.8193769771,0.8728965352,1.1213238322,0.8393741787,0.6234349390,1.3490647197,1.1752091739,1.0564491490,0.0681428012,1.0963446493,0.8773750749,0.6292744551,1.0221383528,,1.1808703809,0.9540741972,1.3836012376,0.3460684169,0.8519553368,1.5186728436,0.9757013003,0.4267842600,1.3207747096,0.8850444382,0.9404248678,0.9193262943,1.0589032664,,0.4690197381,0.5270153305,0.6573488617
78,2459782.6564107756,0.2684756092,0.0000000000,True,0.7802684896,1.7665607148,1.0503099011,1.0240767749,0.6015295056,1.0248292891,0.7044799079,0.9786732514,,1.5205836949,0.9940981395,1.1552989800,1.2012517951,,0.9541796389,1.3182981189,0.7686606565,1.0684377088,0.8467083729,1.2074825375,0.9969867309,0.5383662933,1.3175085904,1.0701634974,0.4293909529,1.0584749931,,0.9628481333,1.0053086797,1.3581898154,,0.9834027805,0.4519890202,1.0030862380,0.7969074980,1.1028469892,1.0262849004,1.0340109123,1.0255703628,0.9349284420,0.7350258321,0.5641112496,0.9087147893,0.9308766063
79,2459782.6571634738,0.2687338109,0.0000000000,True,0.7655815310,1.0040191728,1.0580752727,1.4236836772,1.2458325878,0.8869127443,0.5958992496,1.0101453403,,0.8223078489,0.9602207565,1.2713951560,0.6193467263,,0.7548281623,0.7530124125,0.9824457770,0.9386347476,0.4981797676,0.9487687976,1.0862794161,0.8975010493,1.0117534357,1.0699618929,1.2728547211,0.9770567588,,0.9084312693,0.9936944834,0.8098582802,2.1035170298,1.0328761665,0.0553900921,1.1373504215,1.3193696988,0.8733595905,0.9820745912,1.0131754599,1.0489445944,0.9834057738,2.1614331921,1.9025348890,0.9814647713,1.1280510426
80,2459782.6579167228,0.2689922016,0.0000000000,True,1.3414813461,0.8879073786,0.8848780339,0.3036882628,1.2752186223,0.8771615403,1.0512390740,1.0729068014,,0.0012023813,1.0062075789,1.1042184148,0.3841409634,,0.9969153749,1.1412375068,1.5059660986,1.4116926759,1.7209962538,1.0271511976,0.9363504207,0.5430809952,1.1374959396,0.8517395854,,0.9098440338,,0.8584997449,0.9368885658,0.7876744542,,1.0969008824,0.0439256763,1.0448991101,1.4272671602,0.6201054286,0.8344184847,0.9201008079,0.9014978246,1.1148354115,2.1433124345,0.7948441064,1.0231378838,1.1429990383
81,2459782.6586697218,0.2692505065,0.0000000000,True,0.8884215641,1.0802101150,1.0174203800,,1.1556383837,0.9523702890,0.7516567002,1.0559955488,,,1.0627785317,0.4668464629,0.5854338920,1.0047563828,0.9512442721,0.7894760884,1.0945653799,0.6570480865,0.1587390083,0.9324615322,0.9458624398,1.3015514081,0.6442763078,0.9934614596,1.0208606670,1.0485156922,,1.3191556370,1.0070385866,0.8325467271,,1.0090695897,0.3911371411,1.0377491141,0.8141739113,0.9618316444,0.9776460273,0.9917301894,1.0476330942,0.9754344673,,1.4468656722,0.9743118940,1.0701498781
82,2459782.6594229331,0.2695088843,0.0000000000,True,1.1069703352,0.9857451928,0.9917149973,2.0369863268,1.1310213741,1.0192243956,1.0564733576,0.9195595006,,1.3067880384,1.0152115055,0.7395726020,1.1053828136,,0.9172933189,1.0992438259,1.3458064882,1.2238349350,0.6450331735,0.7483438216,1.0288731916,0.8693142842,0.7826801910,1.0025868122,1.1493091797,0.9461915976,,1.0788604358,0.9739326045,0.7094672413,,1.1213168773,0.2941466814,1.1110143639,0.9419396494,0.8285534199,0.9071295557,0.9524153310,0.9746124251,0.9864447831,1.1802354950,0.7302695178,1.0440248372,1.1235490943
83,2459782.6601752411,0.2697669521,0.0000000000,True,0.9591711318,1.2608076984,1.0023022409,1.2297021247,1.2436126070,1.0522350034,0.9620588434,1.0611651266,,1.3217623638,1.0459226024,1.1366666399,1.3433249434,,1.0820694159,1.0775666338,1.4686679151,0.8653400101,1.7855585585,1.0572218554,1.0914969654,0.7962588005,0.7401162034,1.0525764853,,1.0655513307,,0.9298812735,1.0158906777,1.3103054989,,0.9947868714,2.2445002263,0.9312671756,0.4992332312,1.0584241989,1.0288157692,0.9884522185,0.9774837075,1.0770468762,0.8686907412,0.1571981640,1.0342546914,0.9801433586
84,2459782.6609284044,0.2700253134,0.0000000000,True,1.2606580299,0.8255449508,0.8784222079,1.9798063375,1.0177844178,0.8722695208,0.7156170426,1.0225864378,,0.9045016695,0.9430015729,1.0207743580,1.5598027243,,1.0011280137,1.4846999834,1.6018516628,0.6388013476,0.9969914090,1.0612546530,1.0294559404,2.3279020727,1.2409180671,0.9355671778,,0.9291738421,,0.7023242492,0.9408429248,0.9607869688,,1.1743268321,1.6833172127,1.0928098988,1.2165846514,0.7492488567,0.8932575728,0.9158392870,0.8952502035,0.9408131210,1.9355934694,1.3541817257,1.0206504465,1.1033895148
85,2459782.6616811780,0.2702835410,0.0000000000,True,1.1354662153,1.7084281395,0.9999412262,0.6651305215,1.2801541896,1.0443064576,0.6664891520,0.9701982638,,0.3053305827,0.9194998333,0.6897481937,0.7302118322,,0.9405472909,1.0301425570,1.1695597551,1.0298031183,0.7941195717,1.0897232109,1.0183959985,0.9232562535,0.9190851811,1.0702257072,,0.9742554066,,1.2058717308,0.9682843758,0.8523843665,,1.0056247179,0.0735124167,0.9555287377,1.0206492443,0.9110891321,0.9484629502,0.9671428472,0.9231559106,0.8595467612,1.0039487552,,0.9729644785,1.0177448515
86,2459782.6624343651,0.2705419104,0.0000000000,True,0.8258877617,1.2293265377,1.0499764868,0.3340776851,1.2833216920,1.0727919343,0.5450222131,0.9859435751,,1.9252148565,1.0416855330,1.2128007223,1.2784489046,0.3313348787,1.1033942087,0.6671887820,1.4664740445,1.0140302957,0.5487979310,1.1594823137,1.2019080026,0.8744453198,1.0704142521,1.0217000446,0.9246936319,1.0056219218,,1.0679304471,1.0351277063,0.9421899216,,0.9853744155,1.6671851052,1.0032062505,1.0457813584,1.0589837335,1.0250707908,1.0424501054,1.0561635323,1.0591669067,1.3610432022,1.5256431347,0.9957186983,1.0176137237
87,2459782.6631872556,0.2708001781,0.0000000000,True,1.1217537616,0.9270179052,0.9637149679,,1.1262488183,0.8756790686,0.7384532672,1.0915532508,0.6926250413,3.5670055691,1.0079767522,1.0365322774,1.0201088211,0.4553378375,1.0072515822,0.5551819683,0.9557434347,1.3709642714,0.4640434709,1.1487128291,0.9703123377,1.2905017386,1.1172996267,0.9804776963,,0.9401683369,,0.7943882942,0.9691924168,0.9674652051,,1.0699715783,1.3849384506,1.0457273889,1.2568036184,0.7416617594,0.9841135316,1.0080554264,0.9861092122,1.0846552955,1.6290051351,0.9170368531,1.0503389614,1.1554707017
88,2459782.6639406304,0.2710586119,0.0000000000,True,0.9637366837,0.7974058126,0.9827731062,0.2562508065,0.9626394723,0.9559038280,1.4959184803,1.1466688328,,0.3250583957,1.0361151891,1.0232926597,0.7412999263,,0.9679479567,1.7304730237,1.2978852290,0.9788669416,,0.9804509168,1.0935609328,0.9004959452,1.2433040378,1.0262213989,,0.9667838056,4.0363803311,0.9987836348,0.9869227942,0.7899117427,,1.0326332321,1.1828960561,1.0504637094,1.5720293667,0.7780703704,0.9655632935,1.0055667015,1.0322947829,1.2044504830,1.6168856846,,1.0297939751,1.1501975813
89,2459782.6646927330,0.2713166093,0.0000000000,True,0.2892988449,2.3488823298,1.1129942275,1.3464737373,0.4801071572,1.4160904165,1.0714513748,0.9227996224,,0.2404771043,1.2960129657,1.4529137576,1.9167603113,1.5495078988,1.1153226612,1.0287807994,1.3995614896,1.3118886050,2.2843240439,1.1242434239,1.2766885834,,1.3043426459,1.1063835190,1.5824422486,1.0460292156,,1.1342385040,1.0540705196,0.8406713941,0.9894286182,0.9121690727,2.2242813957,1.0453181662,0.6916309744,1.3303884373,1.0056032576,1.0691881615,1.0987572732,1.0562038823,0.5339040385,1.2770598067,0.7562801223,0.7480034129
