slice,bjd_tdb,orbital_phase,historical_schedule_window_fraction,used_in_primary_ground_curve,tic_390988375_relative_brightness,tic_390988378_relative_brightness,tic_390988347_relative_brightness,tic_390988410_relative_brightness,tic_390988435_relative_brightness,tic_390988436_relative_brightness,tic_390988374_relative_brightness,tic_390988358_relative_brightness,tic_390988400_relative_brightness,tic_1845606942_relative_brightness,tic_390988325_relative_brightness,tic_390988426_relative_brightness,tic_390988448_relative_brightness,tic_390988407_relative_brightness,tic_390988312_relative_brightness,tic_390988462_relative_brightness,tic_390988315_relative_brightness,tic_390988392_relative_brightness,tic_390988472_relative_brightness,tic_390988304_relative_brightness,tic_390988341_relative_brightness,tic_390988440_relative_brightness,tic_390988463_relative_brightness,tic_390988452_relative_brightness,tic_390988307_relative_brightness,tic_390988399_relative_brightness,tic_390988366_relative_brightness,tic_390988316_relative_brightness,tic_390988286_relative_brightness,tic_390988425_relative_brightness,tic_390988421_relative_brightness,tic_390988342_relative_brightness,tic_390988456_relative_brightness,tic_390988350_relative_brightness,tic_390988287_relative_brightness,tic_1845610104_relative_brightness,tic_1845609659_relative_brightness,tic_390988444_relative_brightness,tic_390988453_relative_brightness,tic_390988278_relative_brightness,tic_390988513_relative_brightness,tic_1845606364_relative_brightness,tic_1845606859_relative_brightness,tic_1845607076_relative_brightness
217,2459782.7611298510,0.3043979028,0.0000000000,True,1.2821950600,0.9108802308,1.0112906880,1.4405335849,1.2563238399,1.0487390932,0.0341785181,1.0776907771,,,0.9246608098,0.5471697432,1.6250893250,,0.9684999506,0.8990787878,0.8806137320,1.1267136890,0.2292973358,1.0032196269,1.1049973739,1.1952921160,1.1579699659,1.0052454945,1.2210534980,1.0145785317,,1.1210480410,0.9996463701,0.7325699532,,1.0490206685,0.9072139055,1.0474362672,1.0217398281,0.8921528893,1.0208454054,1.0116532212,0.9859500990,0.9741671479,1.3092094822,1.4152227161,1.0760077745,1.1350663826
218,2459782.7618830381,0.3046562723,0.0000000000,True,0.5962612131,1.4907758919,1.1268715571,,1.2926562657,1.2503169702,1.3106704177,0.9451067451,0.5311906431,1.2786244820,1.1323539644,0.4519236537,0.9837463565,0.5345502343,1.0546082735,0.5256815469,1.9977041164,0.7820012486,1.4669111796,1.1300193126,1.0782259907,,0.8034480681,1.0575455668,1.7776332614,1.1658146732,,0.8363344080,1.0698559158,1.5708631372,,0.9519457970,0.1747299967,0.9903464742,0.3928270935,1.2969555389,1.0680066147,1.0682475046,1.0489132685,0.8157952288,,1.4393811554,0.7743883584,0.7245096060
219,2459782.7626361796,0.3049146261,0.0000000000,True,0.7682716071,1.0579746248,1.1023476329,,1.3680619823,1.1590824350,1.3716663359,1.1337079826,,1.4828379989,0.9918373142,1.2168504343,0.4826208870,0.0152522338,1.0051160249,0.6955048279,0.6912228589,1.0707386029,1.0019871318,1.3612722160,1.1810346762,1.5053554910,0.9307500530,0.9499779774,1.8479827818,1.0959596372,,1.3031162292,1.0532945707,1.2275934143,,0.9682619907,1.3722231305,1.0114114466,0.9897223144,1.1494403588,1.0680842116,1.0548741144,1.0750496974,0.9296735943,1.0866549387,0.6529776661,0.9444489004,1.0143140049
220,2459782.7633886291,0.3051727425,0.0000000000,True,0.6189892401,1.3857248128,1.1065261659,,1.2320929005,1.2524968019,1.0741643689,0.9958545147,0.0325116493,,1.0176609555,0.9089894343,1.2431406089,1.0697088550,0.8967180045,1.0006533026,1.1614669854,0.9923448661,0.8016654846,1.1855370127,1.1792481308,1.3503361571,0.9880728547,1.0198904644,1.2213958343,1.0706189663,,0.9771873781,1.0727812917,0.8277988183,0.0370836867,0.9604094147,0.6584760405,1.0385058156,0.5263915472,1.2544990130,1.0446284399,1.0672305330,1.1130852601,0.9569006861,,0.9032126880,0.8118755792,0.8116244850
221,2459782.7641416239,0.3054310459,0.0000000000,True,1.0533549688,1.3089096663,1.0599268586,,1.3523273157,0.9669193491,1.1229025825,1.0381613992,,0.9324836717,1.0632559669,0.7645669705,1.1182287632,,1.1645347654,1.0081243587,0.8931366114,1.1768006689,1.9472347106,1.0723972375,1.0947185268,1.6616737002,1.0621047522,0.9548861515,1.3639750371,1.0000000000,,1.2578101445,1.0405952161,1.0358447963,,0.9825146285,0.1745410561,0.9900212845,0.8135338985,1.0691970970,1.0801467231,1.0549083214,1.0166349056,0.9108689961,0.3036157218,0.2505044300,1.0335147206,1.0549349249
222,2459782.7648947048,0.3056893790,0.0000000000,True,1.0227527577,0.9978637708,1.0520047502,0.6730403790,0.6796102897,1.0540026731,1.3820377090,1.0775466159,0.7327343856,0.1176097916,1.0639372604,0.6444761184,0.9617565915,,1.0171470596,0.8607428242,1.5125533550,1.0586425142,1.6335029738,0.9955952566,1.0221358754,,0.8670867402,1.0816902733,0.8419403169,0.9941969394,,0.9713373888,1.0334789057,1.1114240228,,0.9343751925,,0.9575215475,0.6540193891,1.1021889176,1.0527359425,1.0464907103,1.0343189788,0.9576215614,0.6282261223,1.6457502025,0.9176355320,0.9427279868
223,2459782.7656475282,0.3059476236,0.0000000000,True,1.4801654818,0.9477047819,0.9314659848,,0.9302802991,1.0244979500,1.4096429123,0.9875067831,,,0.8842811567,1.0803852305,1.8074088343,,1.2871676142,0.4985152022,0.2201028021,0.8330458584,1.7967525188,0.9568444007,0.9223772962,1.8846592630,0.9661916340,0.9021339374,,1.0132769263,,1.1777427071,0.9725466074,0.9615959443,,0.9768130507,,0.9675233991,0.9586291508,0.9986598749,1.0714130923,1.0035616768,0.9187516288,0.9822338302,0.2473228157,1.5184517931,1.0310525639,0.9322526016
224,2459782.7664007670,0.3062060108,0.0000000000,True,1.8104786586,0.5414739457,0.9131325378,,1.3354785879,0.7896932851,0.9794638872,1.0672166874,,1.2936351187,0.7842915301,0.5821237419,1.2082686619,0.4701580111,1.0319159287,0.5703021911,0.6674430632,0.7976816998,0.5077216790,0.9571514241,0.8540684038,1.1036165146,1.0271189820,0.8577445874,0.5069381993,0.9808535765,,0.8043454369,0.9411419803,0.5917890588,,1.0210483888,,0.9493328920,0.9706263701,0.8799973520,0.9697954385,0.9167990131,0.8401670306,0.7594303086,0.9943613475,0.2103917400,1.0526616771,0.9968008442
225,2459782.7671540114,0.3064643999,0.0000000000,True,1.3306907130,0.7349677219,1.0871376949,,1.2573578946,0.9549134341,1.1814421128,1.0184293560,,,0.9157515146,0.6089965550,0.7417090035,,0.9976904525,0.3654101441,0.6023304994,0.6830641432,1.5532822167,1.1885194750,0.9398188016,1.1089907168,1.0092680105,1.0195392797,0.2813796865,1.0123693306,,0.9201264802,1.0063915669,0.6340150652,,0.9919689598,1.0046292790,0.9436754662,0.9692844275,1.0034334481,1.0146615032,1.0114614924,0.9566585028,0.9354886110,,0.8583718983,1.0148343203,0.9877468154
226,2459782.7679064879,0.3067225256,0.0000000000,True,1.2678235264,0.8211280015,0.9911373231,1.0449908952,1.1931822928,0.8158946678,0.4560589206,0.9953106655,,,0.8816573908,0.8220973347,0.9670420396,,0.8730847652,0.5541273526,0.8282947346,0.9908812747,0.7606055184,0.9725127784,0.7995730143,0.8248377449,0.9345576921,1.0230274033,1.9458847240,0.9507385736,,0.8590753057,0.9810050359,0.9926095353,,1.0203924977,1.3412472123,1.0319338880,0.8069400786,0.8750791504,1.0330628027,0.9928709633,0.9821887055,1.0082863233,1.4210874662,1.4358225475,1.0033652770,1.1045808063
227,2459782.7686598850,0.3069809670,0.0000000000,True,1.4792512847,0.5942742214,0.9191796216,,1.1657903409,1.0211285776,0.9209272118,1.0277445345,,,0.8426496583,1.2693246445,1.1079375558,,0.7515172321,0.6720495894,0.3936038978,0.4852409773,1.3408487509,1.1041951842,0.9014555584,0.5896167158,0.8310763842,1.0663427856,,0.9879988088,,0.8413394983,0.9561730312,0.8775383553,,1.0417218158,,1.0281334539,1.1505842832,0.8246776820,0.9386780436,0.9347091900,0.9147558868,1.0852462606,0.8650251906,1.0994905792,1.0172693105,1.0801920798
228,2459782.7694134377,0.3072394619,0.0000000000,True,1.8662629805,0.6878744084,0.8665135985,,1.4477288336,0.6601961958,0.8649446367,0.9688247926,,,0.7650299537,0.8062071643,0.7653968354,,0.8205834655,1.0140545718,,1.0726216714,0.9980128682,1.0638850995,0.7676965145,1.3098732154,1.3665478730,0.6549550240,,0.9180658877,,0.7885575133,0.8950578000,0.5529114713,,1.0730595480,2.2299524558,1.0108406127,0.7339335205,0.7042483290,0.9223016010,0.8793594480,0.8210516919,1.0316085311,0.7887284129,1.2419606214,1.0332514933,1.0367277733
229,2459782.7701664320,0.3074977652,0.0000000000,True,1.6211869402,0.4151518517,0.9085176297,0.4576362154,1.2664954924,0.5091010366,0.4652888509,1.0517294876,,0.7480302436,0.8368555011,0.8567949262,1.3309720574,,0.8901702589,1.3283170558,0.7219625057,0.8431773342,0.9384899507,0.9892566231,0.8861083025,1.2676233571,1.2113475317,0.8178600407,,0.8417567392,,0.8784285394,0.8996447015,0.3561626817,,1.1290944666,0.3880916231,1.0970795863,1.2006320871,0.7074200571,0.8609312318,0.9125146089,0.9015790175,0.9539295639,1.7239072968,0.7754016448,1.0030068834,1.0791185979
230,2459782.7709195474,0.3077561100,0.0000000000,True,1.3430487527,0.8703650615,0.9719980482,,1.2694185631,0.9562518046,0.6513411134,1.1298270851,0.7088481240,0.7785462094,0.9641530421,0.6593984418,1.2505158580,,0.9565588392,0.7121455547,0.0538742010,0.6415170880,1.3865796324,1.0646939045,0.7861352590,0.4229217843,0.7711878916,1.0322089647,,0.9371125089,,0.8512411553,0.9825946670,0.9307320464,,0.9786222280,,1.0094106348,0.6294107259,0.9491697398,0.9964103489,0.9736468362,0.9727482713,0.9021331718,0.9981371517,1.6164721838,1.0093694119,1.0100814704
231,2459782.7716841977,0.3080184117,0.0000000000,True,1.5025891171,0.9095067888,0.9854735938,0.5019309328,1.2248273778,1.0635855887,0.7745850173,1.0686962098,,0.7453230954,0.8684469309,0.9164117875,1.2929405125,0.5625075268,1.0851439884,0.6419669087,0.6318915982,1.0857508954,1.1827495477,0.8567246010,0.9777375300,0.8543142849,0.7653803045,0.8824749907,0.9685925550,1.0103666471,,0.8124537261,0.9772872542,1.0995020986,,1.0075986363,,0.8878065573,0.7941383102,1.0301222807,1.0480560559,0.9610531037,0.8684562676,0.9206584017,0.7816957512,1.4932096806,1.0176384297,0.8660980879
232,2459782.7724372265,0.3082767268,0.0000000000,True,1.6324592281,0.8627483379,1.0044164098,,0.7828071098,0.9251717757,0.6207231324,0.9951345962,,,0.6985364819,1.3583358223,1.2202457684,,0.8672924605,1.4258744492,1.1658218361,0.7187373443,0.7627575095,0.9909574249,0.8165326387,,1.3994474783,1.1523178958,0.6660313215,1.0577784746,,0.8352489749,0.9758763378,0.9631133388,,0.9953616699,,0.8828467157,0.2086755019,1.0048505995,1.0650506979,1.0010213852,0.9110459497,0.7206661735,0.5769926974,0.7007722610,1.0942457620,0.9045245058
233,2459782.7731901570,0.3085350083,0.0000000000,True,1.6365330573,0.7348543987,0.9144105532,,1.6140069198,1.0074050450,0.5039067065,1.1284056555,,,0.9299565967,0.6988420500,1.1865450119,,1.1374684408,1.0880679478,0.2833211626,1.0608570852,0.9738350724,0.5110909569,0.9411316370,2.0426980825,0.5244633812,0.9731222281,,0.9233483263,,1.1588318772,0.9545452934,1.4814747033,,1.0288097795,0.6157128934,0.9582381162,1.2160795313,0.9334339502,1.0261567985,0.9307804622,0.8590935283,1.0241940156,,,1.0007674103,0.9515826585
234,2459782.7739435956,0.3087934640,0.0000000000,True,1.3598877128,0.6616510512,0.9196251753,74.5235277503,,0.3683006806,,1.1652506856,,,0.5979893498,0.6074361435,0.7683512574,,0.7094848431,6.8818536923,,,,0.9948886460,0.3193319500,0.1715649190,0.2958722433,0.5749235368,,0.6492899623,22.0517049383,0.0050296598,0.9231823463,1.6145276012,,1.1974985902,5.3148123828,1.1960616269,0.4922413966,0.8460870434,1.3387481532,1.1062910419,0.8134961365,1.0083233235,,0.5327968875,1.0328276119,0.9809615576
235,2459782.7746966756,0.3090517967,0.0000000000,True,1.6823497287,0.8048754307,1.0819974645,,0.8057889873,1.2240893784,0.8278514914,1.0190132299,,0.4227189192,1.0657793084,0.9827453333,0.5863622351,1.6699320730,1.2037045261,0.3591050388,1.0502814653,1.5680766755,1.8828181122,1.0809434296,1.0022359100,0.9888016866,0.7396207902,1.0264811805,1.1632100162,1.0334570213,,0.9674549714,1.0135747020,0.7685985129,,0.9794010886,,0.7839951900,0.3723651119,1.0067907812,1.0577128589,1.0253791973,0.9211073297,0.7886222209,0.7268824516,0.0592426404,1.0931058460,0.8988284758
236,2459782.7754508555,0.3093105067,0.0000000000,True,1.7667818914,0.4434069955,0.8728584313,,1.3854228387,0.6963050879,0.9122227740,0.9055142895,,1.1913758896,0.8651307429,1.0772570493,,,1.0331715308,1.9432742141,,0.9491698622,0.7181117308,0.5742554824,0.6523721067,0.8228227578,0.4208229066,0.8076668611,1.3226832728,0.8079743345,,1.1430794864,0.8747898563,1.0434800897,,0.9766650576,,0.9534959991,0.8811073251,0.6840903150,0.8591022452,0.8752388583,0.8110490683,1.0865856877,,,0.9657485326,0.9908408295
237,2459782.7762046782,0.3095690941,0.0000000000,True,1.2510276599,0.9301703704,1.0392340472,1.9186105264,1.3276441982,1.0489892225,0.2526047255,0.8710802029,,1.6984548969,1.1040448000,1.1559656790,0.2267546113,0.9022650046,0.9943319578,0.9653506874,0.4124342228,1.0823758505,0.8190246186,0.4943894781,0.9083325700,1.3764919923,1.4543603560,0.8941489554,,0.9468482961,,0.7185602405,0.9875170539,1.1406110910,,0.9698094257,,0.9175464797,0.8613653548,0.8429153897,0.9471289903,0.9987484247,0.9897605053,1.1389260441,,,1.0271796158,1.0604548319
238,2459782.7769582062,0.3098275805,0.0000000000,True,1.3958475919,0.9064013928,1.0368430979,0.9759232251,1.1269545122,1.1656165635,0.3942410842,0.9878508352,,1.5657370629,1.0010701968,0.9794653680,0.4359954773,1.3663850104,1.0667644787,0.3989595144,1.2260261568,1.5346858277,1.3657455824,0.6363624624,0.7232864881,,0.4143082382,0.8285788977,3.5275951986,0.9938575227,,0.8193335550,1.0117234489,1.2462745545,,0.9565695980,,0.8273118408,0.7309360281,0.9869444033,1.0257079358,1.0317598495,0.9715829123,0.9386341791,,,1.0331954108,0.9029480291
239,2459782.7777132667,0.3100865926,0.0000000000,True,1.0774907863,0.9742834518,1.0396601174,0.6451278426,0.7105901222,1.0764716042,0.8886994353,0.8840415275,,0.5744983299,1.2131011087,1.3616545583,1.6619924937,2.0064713090,1.2780278052,2.0595485492,0.4795563592,1.3952025146,1.8168211713,0.8376628486,0.9228526842,0.9600073969,0.9317740437,0.8586550679,0.2035584327,1.1090845358,,1.0413093950,1.0443648524,0.7617626613,,0.9554116393,,0.9180970213,0.5323657403,1.0201685108,0.9755760991,1.0561283658,1.0609841596,0.8545523520,,0.4833405891,0.9666478131,0.9492376980
240,2459782.7784713698,0.3103466483,0.0000000000,True,2.0545226792,0.5139432963,0.9207135013,,1.6857616810,0.8164699733,1.0006467939,0.9969770725,,,0.7863236338,1.4956889957,1.2213916438,,1.2468142491,0.8685032557,,1.0008706403,0.3272932630,0.7592617725,0.7355102830,0.9986019894,1.3636213512,0.8040579221,0.4287863151,0.8411679418,,0.5660626413,0.9020196080,0.7422463768,,1.0354897666,,0.8350570547,0.6877423029,0.6695417304,0.9045657920,0.8767422591,0.7876089883,0.7645545716,0.5309531735,,1.0506311523,1.0250128812
241,2459782.7792286621,0.3106064260,0.0000000000,True,1.0723508394,0.7562649532,0.9654649462,,0.7804292968,0.9449548023,1.3345779049,1.0555334749,,,1.1108350050,0.9827825119,0.6155238802,,1.4706391420,1.4247027906,2.1405192471,1.1422110030,0.3834560812,0.4992114442,1.0311486060,0.2821193143,1.4018535374,0.9893206788,2.9037833476,1.0244891686,,0.8616742462,1.0242349466,0.4266623796,,0.9347438155,,0.8866890647,0.7078890565,0.9144855723,0.9178761461,1.0061365321,1.0121112686,0.9227576361,,,0.9667367584,1.0324891968
242,2459782.7799883364,0.3108670208,0.0000000000,True,1.4031354366,0.6245510260,0.9850365489,,0.8338688279,1.5198623567,,0.9713967150,,,0.9389942038,1.0753301773,2.3747395654,,1.1057022733,0.5091217801,1.4295408247,1.1811312211,,0.4212344004,0.6724757218,,1.1863704240,1.1666691980,1.6303720327,1.0595763362,,0.4696326795,1.0106706560,0.9581451699,,0.9342368096,,0.8010365331,1.3866363805,0.9852535175,0.9639797185,0.9435128023,0.8803320059,0.6802140493,,,1.0706722810,0.9138427714
243,2459782.7807455729,0.3111267793,0.0000000000,True,1.4539048789,0.2698602869,0.9809710315,,1.6312019390,0.8942034642,0.0819934248,0.6046501925,,,0.9139880952,1.2506229234,1.4710685701,,0.9124312547,1.6950206466,,0.9412946212,1.4911605300,1.0328614625,0.6454613572,1.6961829150,2.0900655281,0.8467096055,,1.1887281177,,0.7642984876,1.0064077979,0.2177012968,,1.0324616655,,0.8705830310,1.1992055723,0.9762646718,0.9522558498,0.9928451204,1.0167989406,0.9349202819,0.9093655656,1.2094965244,1.1333564166,0.9270913091
244,2459782.7814999372,0.3113855526,0.0000000000,True,1.0540208531,0.7023510936,0.9796869958,2.8663142764,0.2909202455,0.7668482817,1.3333108651,0.8558397265,,,0.8190495608,1.4164242471,2.3381603190,,1.2923580049,,3.1526380982,0.3793374524,2.7751655748,0.0232533338,0.8696401506,,1.7415627589,0.9412932597,2.7935004574,1.0210877953,,1.0650406998,0.9948542860,0.5250724807,0.8474263484,0.8910803115,,0.8652428407,0.3251842748,0.9772792586,0.8523183615,0.8717031815,0.8875394678,0.9483374165,,0.7899850546,0.9439892132,0.9175029154
245,2459782.7822548579,0.3116445167,0.0000000000,False,0.4317540864,,0.5838565489,,1.5304602231,,,0.5465658092,,,0.4938547329,,0.1683910122,6.1293146055,0.0915836261,0.7524495255,1.2715956611,0.7956585730,0.7702893115,,,1.1040931055,1.7715697444,0.6195002945,3.6286060205,0.2622484189,0.9274398234,,0.6254325517,,,0.3187623666,,0.5820802302,0.7704265778,0.5504005317,0.4744160013,0.6213517240,0.8790774935,1.2356686038,,1.0473876349,0.4279686550,0.7060567712
246,2459782.7830085154,0.3119030475,0.0000000000,True,0.4245693834,1.3704588721,1.1837852587,,0.0001843996,1.3498104040,2.1409156258,0.8000777232,3.3347809493,4.3353675811,1.2552675854,0.9489423873,,,1.4233262982,1.0960512001,1.0463454447,1.0095456156,3.0528417652,1.3736480335,1.0310993817,,0.6702580438,0.8955957129,4.1397678697,1.0527150152,,1.3009362379,1.0750164489,1.7827414548,,0.9020781818,3.8295012506,0.8943639923,0.5040863389,1.3271771835,1.0645413982,1.0536506281,0.9885519692,0.9360387051,,0.4583468934,0.8560855744,0.6997048962
247,2459782.7837648145,0.3121624844,0.0000000000,True,0.8013325296,0.8487427252,1.1395649147,,,0.7127622854,1.0512700739,0.9607149413,,1.9449839887,1.0510377097,,0.9467165346,1.7498778998,1.0456896820,1.0492838123,0.6556297699,1.4782356100,0.0745451030,1.2950806659,1.0438874742,,0.6135331292,1.0011993778,,1.1905929561,,0.7137121855,1.0737612169,1.0092044708,,0.9095058413,1.7195369590,0.8947905633,1.8022249521,1.1655552865,1.0422074311,1.0548497137,0.9791187080,1.3835565530,,,0.9193014997,0.8631075867
248,2459782.7845243327,0.3124230257,0.0000000000,True,0.8134354159,0.8310614307,1.1143265271,0.4713206077,0.5920801137,1.0221458504,0.8265165146,0.9924871099,,1.4334910548,1.0850388109,0.6701092085,0.8667473212,2.8170180370,1.1950524520,1.8713168548,2.5300424743,0.7994749872,1.0533133549,1.0096062781,1.2186677785,,1.0973280726,0.7745824970,,1.0883074651,,1.3043648453,1.0704291629,0.8699994464,,0.9209691154,1.2117009838,0.9551070700,1.3169232046,1.0724836646,0.9629131452,1.0115066067,1.0280350517,1.1907730512,2.8885732349,1.5021472505,0.9679194854,0.9588228385
249,2459782.7852845681,0.3126838129,0.0000000000,True,0.9711773791,0.6062751924,0.9813929589,,0.9505362528,0.4451253731,0.5175181058,1.1585367915,,2.6983534703,0.9603790045,1.0571071401,,1.0371548548,0.8846402481,1.0079096799,1.4605594306,1.0308871401,0.5129008428,1.0237107366,0.8503816711,,1.4905373155,0.9398138025,,0.9768678875,,0.8674346833,0.9530735669,0.5011083238,,1.0008243276,0.0326829796,1.0824510822,2.3080096870,0.7363016449,0.8408681320,0.9498681951,0.9743702295,1.3722515408,0.4370216260,1.3116388066,1.0432852593,1.1563734223
250,2459782.7860405776,0.3129431505,0.0000000000,True,0.4504454850,1.0745518942,1.0393527720,1.9432494110,0.3577559934,1.1550409634,1.4904619455,1.0140586014,,1.4191111793,1.0267359636,0.7921677186,0.9717514216,,1.1346747813,1.2253512408,1.3776892506,0.6126195447,0.9368139786,1.0640630555,0.9462226861,,0.8597011084,1.0114603098,,1.0168816805,,1.2681324551,1.0341189276,1.0463414901,,0.8792651831,,1.0179212128,1.1657889986,1.1109043055,0.9039174656,1.0122521549,1.1012980341,1.0000000000,,1.9676176791,0.6318532221,0.8185407719
251,2459782.7868010262,0.3132040109,0.0000000000,True,0.9185132406,0.9071390937,1.0222651177,,,0.9866539531,0.9642037896,0.9303505602,,4.3283212242,0.9058189774,0.8586133794,0.9722499833,,0.8099184618,1.0612609811,0.2682604920,0.8845966825,1.5916159278,1.1868860523,0.8658105226,,1.5098216346,0.8209290977,1.8412084754,1.0192281014,,0.9143116026,1.0299891995,1.1446757288,,0.9765977529,1.7006636066,0.8874496435,1.0775757350,1.0611063784,0.9826021505,1.0414094535,0.9468627619,1.2303095551,,0.0697997528,0.9808648647,0.8950398965
252,2459782.7875607163,0.3134646111,0.0000000000,True,0.7471260325,1.2630633747,1.0669581214,,,1.0703766151,0.4833400647,0.9441389335,,2.3800536047,1.1015456754,1.2124697184,0.9556237237,,1.1688015684,1.7935340128,,1.4765877511,1.9198332588,1.0550134181,0.9778271632,,1.6643824011,1.1642929242,1.5060066478,1.0785773454,,1.1521682996,1.0597185171,0.8544705507,,0.9183417721,1.2166249424,0.8724573419,0.4498600507,1.1188517109,0.9489362908,1.0115716282,0.9852222532,1.1053702176,,0.5192509811,0.8383613682,0.8329109553
253,2459782.7883201572,0.3137251258,0.0000000000,False,0.8603296228,0.0982613920,2.4638877256,,0.7475787707,1.0761060630,1.0096159090,0.6482590069,1.6725893224,1.0951534163,0.2905885349,1.6096707019,0.3493993000,1.6309849042,1.2263382227,0.7487972946,,1.0299429611,1.3815818387,3.6003882243,0.8944604267,1.7790614874,1.0770058137,0.9736219667,,0.9991274128,,0.6235801362,0.9825081290,1.8037585459,,0.8792575751,,0.9450596582,0.2102578166,0.9497476093,0.9833869336,1.0105067192,1.0316691782,1.1130699357,,,0.8811488261,0.9440406643
254,2459782.7890817099,0.3139863649,0.0000000000,True,1.6274439530,0.8627140677,0.9170081037,1.0979235544,0.6033894729,0.6524038818,0.9719785203,0.7734697264,,,0.7332292887,2.0584601281,1.4174015359,,1.0766901634,1.1014556056,,0.7213393303,1.6437916206,1.0385896451,1.0692291716,,1.0515739649,0.9251474182,,0.8805766753,,1.0607842750,0.9628817379,1.2593456341,,1.0480463885,,0.8568570551,1.2573499978,0.9252198991,1.0177674130,0.9614166720,0.8397743276,1.1557286093,,,1.1249199689,0.9323682927
255,2459782.7898395183,0.3142463196,0.0000000000,True,0.9652978100,0.9383507981,0.9939363915,,1.0134199057,0.8496443594,0.0946426270,0.8306301506,,,1.0782436520,1.0522647067,1.4417248381,,0.8163051405,1.4425422056,0.3942106832,1.1705924741,0.4312456162,1.0355084892,1.0859908673,0.6058499992,1.4586152054,0.8391613811,0.3223687094,0.9259011420,,0.9131786597,1.0333715998,0.3095409428,,1.1410686603,1.9535947908,0.9829030337,1.7670801150,1.0553574564,0.9529648712,1.0005616596,1.0070246670,0.9795860007,,0.5394781712,1.0135918051,0.9311358589
256,2459782.7905998630,0.3145071444,0.0000000000,True,1.1576879500,0.8834602043,0.8586956931,,1.1072739990,1.0986646718,0.7330915121,0.9683172825,,,0.9981337451,1.3783770077,0.5163419209,1.4876290674,0.9492973364,1.5987716254,2.4137933171,0.7649372646,,0.8253023267,1.0967615801,0.5172044769,1.5355109353,0.8575368228,,0.8871557933,,0.8719956352,0.9756544104,0.6944082993,,1.0147820650,2.1960598073,1.0297853738,1.1461208945,0.8406564874,0.8843080814,0.9599627887,0.9859356843,0.9905514782,0.0124077742,0.2493144379,0.9885362685,1.1104220366
257,2459782.7913538311,0.3147657817,0.0000000000,True,1.7107693105,0.9703824584,0.7840263441,0.0943546502,1.0237716367,0.8440425036,0.5459689936,0.8619471321,,,0.7966699004,1.1528034943,0.6840433125,,0.8405265542,1.1945174493,0.2926796593,0.7016822267,,0.6828148342,0.8483394330,0.5195971661,1.2465445094,0.9472757944,,0.8482045527,,0.8901275106,0.9091739244,1.0314488867,,0.9919283154,,0.8969970096,0.9693338799,0.8003020643,0.8837146285,0.8885240596,0.8395213969,0.9016603751,,,1.0806328146,0.9546736230
258,2459782.7921076119,0.3150243548,0.0000000000,True,1.9279161133,0.7296509459,0.7919289069,0.2376059877,0.9474040531,0.9271883756,0.8193596423,0.8485533885,,0.0581778710,0.7560844981,1.1944938063,1.1587505956,,0.8020156057,1.1873353467,,0.6995926777,,0.6902115927,0.7941728650,0.2770464502,1.2392175049,0.7392836648,,0.8252585892,,0.8252642085,0.8765781111,0.3746837141,,1.0438341505,,0.9165118823,0.8659638211,0.7020327820,0.8159308746,0.8635764006,0.8260849534,0.9714517990,,,1.0754712706,0.9943324103
259,2459782.7928616721,0.3152830237,0.0000000000,True,1.7719647535,0.8861280631,0.9041642453,0.1419422038,0.8544991406,0.9194590226,0.9402295071,0.9403170083,,0.4672795895,0.9407102144,1.4271937649,1.0844463707,,1.3839410627,0.4531090214,0.8860405854,1.2269492542,,1.2224623045,1.0838045578,1.4279583955,0.9431299449,1.0966684447,,0.9486365231,,0.9320663438,0.9696903976,1.1187007022,,0.9796336642,,0.7760999138,0.6537017795,0.9537923602,0.9824847601,0.9109779497,0.8355143039,1.0450518848,1.0566364078,0.2393184183,1.1571302226,0.8864373759
260,2459782.7936161715,0.3155418433,0.0000000000,True,1.5392442512,0.8434371007,0.9335603519,,1.0041286860,0.9477842372,0.7069605003,0.9450855237,,,0.8309131274,0.8237444448,0.8012450016,2.2021199512,1.0191140332,0.9232438117,1.3420509311,0.6005751592,0.0990380791,0.8493103710,0.9585802377,0.7212773440,1.0078291144,1.0969654605,0.6156149880,1.0281689929,,1.2613801218,0.9722676912,0.4576571852,,0.9848187786,,0.9098067911,0.7140710598,0.8995321937,0.9243335137,0.9489329712,0.9103926380,0.7782470547,,0.6061264690,1.1705290427,0.9842328061
261,2459782.7943770611,0.3158028550,0.0000000000,True,0.7056710093,0.6863672233,0.9377805524,,0.3907145988,0.9002140684,1.4012400832,0.8491762503,,0.1425520603,0.9364391495,0.7470427037,0.2077585905,0.0614556372,1.1472241480,0.2528298429,0.9144108865,,0.4346343564,1.2314956447,1.0292698987,1.3454486181,0.9061060953,1.0635547560,,1.0904201307,,0.8884932212,1.0030931508,1.1341389811,,0.9355491724,,0.9719984224,0.4218248968,0.9495210384,0.8228563427,0.9746043037,1.0537097341,0.8231202158,,1.7045061431,0.9972339446,1.0126017658
262,2459782.7951350249,0.3160628630,0.0000000000,True,1.0000000000,0.9997136345,0.9127680924,,,1.1669714592,0.6788375144,0.7625970178,,,0.8079364009,1.5889525125,1.7053329160,0.7665694676,0.7355525843,1.4855766909,0.9031919477,0.1803617313,0.7753520915,1.0937145090,1.0017389327,,0.4804718446,1.0360501007,,1.1456315460,,0.8006987773,1.0134186841,0.7208212608,,0.9277646234,,0.9037068612,0.9995645546,1.0886610188,0.9188801874,0.9963216570,1.0126817793,1.3443623888,,0.4239991697,0.8051832007,0.7895507492
